FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Type of Transaction,Type of Property,Total Consideration
S92000003,Scotland,Country,2022-04,Count,Transactions,400,Lease,All,Not Applicable
S92000003,Scotland,Country,2022-03,Count,Transactions,8240,All,Residential,Not Applicable
S92000003,Scotland,Country,2022-03,Count,Transactions,3340,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2022-03,Count,Transactions,1070,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2022-02,Count,Transactions,170,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2022-02,Count,Transactions,6810,All,Residential,Not Applicable
S92000003,Scotland,Country,2022-02,Count,Transactions,8060,All,All,Not Applicable
S92000003,Scotland,Country,2022-02,Count,Transactions,6810,Conveyance,Residential,All
S92000003,Scotland,Country,2022-02,Count,Transactions,380,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2022-02,Count,Transactions,510,Conveyance,Non-residential,All
S92000003,Scotland,Country,2022-02,Count,Transactions,370,Lease,All,Not Applicable
S92000003,Scotland,Country,2022-03,Count,Transactions,670,Conveyance,Non-residential,All
S92000003,Scotland,Country,2022-03,Count,Transactions,580,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2022-03,Count,Transactions,2690,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2022-03,Count,Transactions,1050,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2022-03,Count,Transactions,80,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2022-03,Count,Transactions,100,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,3090,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,9260,Conveyance,Residential,All
S92000003,Scotland,Country,2017-11,Count,Transactions,9270,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-11,Count,Transactions,870,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,60,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,790,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,200,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,9150,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-12,Count,Transactions,10240,All,All,Not Applicable
S92000003,Scotland,Country,2017-12,Count,Transactions,60,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,230,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,3000,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,440,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-11,Count,Transactions,1150,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-11,Count,Transactions,630,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-11,Count,Transactions,290,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,530,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-10,Count,Transactions,3060,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,9620,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-10,Count,Transactions,990,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,10420,All,All,Not Applicable
S92000003,Scotland,Country,2017-11,Count,Transactions,330,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-11,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,2110,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-11,Count,Transactions,4460,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-11,Count,Transactions,90,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,560,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,1930,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,550,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,230,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-01,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,1430,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-01,Count,Transactions,6040,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-01,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,410,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-01,Count,Transactions,6040,Conveyance,Residential,All
S92000003,Scotland,Country,2018-01,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,2970,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,6920,All,All,Not Applicable
S92000003,Scotland,Country,2018-01,Count,Transactions,470,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-12,Count,Transactions,660,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-12,Count,Transactions,4330,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,340,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-12,Count,Transactions,90,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,1990,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-12,Count,Transactions,1090,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-12,Count,Transactions,820,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,210,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-01,Count,Transactions,880,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-01,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,940,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-12,Count,Transactions,9140,Conveyance,Residential,All
S92000003,Scotland,Country,2017-08,Count,Transactions,3290,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,1000,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-08,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,11120,All,All,Not Applicable
S92000003,Scotland,Country,2017-08,Count,Transactions,430,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-08,Count,Transactions,550,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-08,Count,Transactions,460,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-09,Count,Transactions,10140,All,All,Not Applicable
S92000003,Scotland,Country,2017-09,Count,Transactions,2890,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,910,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-08,Count,Transactions,10110,Conveyance,Residential,All
S92000003,Scotland,Country,2017-08,Count,Transactions,2360,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-08,Count,Transactions,970,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,9930,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-07,Count,Transactions,970,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,10120,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-07,Count,Transactions,10970,All,All,Not Applicable
S92000003,Scotland,Country,2017-07,Count,Transactions,270,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-07,Count,Transactions,490,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-07,Count,Transactions,70,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,80,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,4850,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-08,Count,Transactions,930,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,180,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,540,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-10,Count,Transactions,1040,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-10,Count,Transactions,2210,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-10,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,350,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-10,Count,Transactions,250,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,780,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,9620,Conveyance,Residential,All
S92000003,Scotland,Country,2017-10,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,4740,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-10,Count,Transactions,10660,All,All,Not Applicable
S92000003,Scotland,Country,2017-10,Count,Transactions,500,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-09,Count,Transactions,400,Lease,All,Not Applicable
S92000003,Scotland,Country,2017-09,Count,Transactions,380,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-09,Count,Transactions,2110,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2017-09,Count,Transactions,60,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,780,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,9230,All,Residential,Not Applicable
S92000003,Scotland,Country,2017-09,Count,Transactions,4600,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,510,Conveyance,Non-residential,All
S92000003,Scotland,Country,2017-09,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2017-09,Count,Transactions,9230,Conveyance,Residential,All
S92000003,Scotland,Country,2017-09,Count,Transactions,900,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-08,Count,Transactions,9520,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-08,Count,Transactions,10420,All,All,Not Applicable
S92000003,Scotland,Country,2015-08,Count,Transactions,180,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-08,Count,Transactions,510,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-08,Count,Transactions,750,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-08,Count,Transactions,9510,Conveyance,Residential,All
S92000003,Scotland,Country,2015-08,Count,Transactions,4840,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,240,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,10000,All,All,Not Applicable
S92000003,Scotland,Country,2015-09,Count,Transactions,4710,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,9020,Conveyance,Residential,All
S92000003,Scotland,Country,2015-08,Count,Transactions,900,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-09,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,9910,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-07,Count,Transactions,460,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-08,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,900,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,720,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,3260,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,960,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-08,Count,Transactions,3020,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-08,Count,Transactions,390,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-08,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-08,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-08,Count,Transactions,860,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-08,Count,Transactions,230,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,10620,All,All,Not Applicable
S92000003,Scotland,Country,2015-10,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,230,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,3100,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,440,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-10,Count,Transactions,180,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,250,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,9670,Conveyance,Residential,All
S92000003,Scotland,Country,2015-11,Count,Transactions,2960,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,190,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,760,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,30,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-10,Count,Transactions,710,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,2870,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,760,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,470,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-09,Count,Transactions,170,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,500,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-09,Count,Transactions,9030,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-10,Count,Transactions,950,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-10,Count,Transactions,9670,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-10,Count,Transactions,520,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-09,Count,Transactions,640,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-09,Count,Transactions,960,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-10,Count,Transactions,5070,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,460,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-05,Count,Transactions,440,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,130,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,7810,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-04,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,2440,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,350,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-05,Count,Transactions,810,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-05,Count,Transactions,7800,Conveyance,Residential,All
S92000003,Scotland,Country,2015-05,Count,Transactions,10,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,2420,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,8610,All,All,Not Applicable
S92000003,Scotland,Country,2015-05,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,220,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,610,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-04,Count,Transactions,50,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,610,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,180,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-04,Count,Transactions,200,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,6880,Conveyance,Residential,All
S92000003,Scotland,Country,2015-04,Count,Transactions,7480,All,All,Not Applicable
S92000003,Scotland,Country,2015-04,Count,Transactions,130,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,3610,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,6880,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-04,Count,Transactions,0,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-04,Count,Transactions,430,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-04,Count,Transactions,220,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,5230,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,240,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,60,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,870,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,950,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-06,Count,Transactions,500,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-07,Count,Transactions,510,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-07,Count,Transactions,10870,All,All,Not Applicable
S92000003,Scotland,Country,2015-07,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,9910,Conveyance,Residential,All
S92000003,Scotland,Country,2015-07,Count,Transactions,5000,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,20,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-07,Count,Transactions,170,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,10020,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-06,Count,Transactions,140,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,10010,Conveyance,Residential,All
S92000003,Scotland,Country,2015-05,Count,Transactions,670,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,4270,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-05,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,700,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,450,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-06,Count,Transactions,30,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,3190,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-06,Count,Transactions,10960,All,All,Not Applicable
S92000003,Scotland,Country,2016-11,Count,Transactions,820,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-11,Count,Transactions,9220,Conveyance,Residential,All
S92000003,Scotland,Country,2016-11,Count,Transactions,4770,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-11,Count,Transactions,9230,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-11,Count,Transactions,350,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-10,Count,Transactions,390,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-11,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-11,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-11,Count,Transactions,290,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-11,Count,Transactions,2220,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-11,Count,Transactions,10290,All,All,Not Applicable
S92000003,Scotland,Country,2016-11,Count,Transactions,1060,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-11,Count,Transactions,190,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-11,Count,Transactions,2880,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,9150,Conveyance,Residential,All
S92000003,Scotland,Country,2016-10,Count,Transactions,250,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,820,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,510,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-10,Count,Transactions,10120,All,All,Not Applicable
S92000003,Scotland,Country,2016-10,Count,Transactions,9150,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-10,Count,Transactions,470,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-10,Count,Transactions,4800,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,2810,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,60,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-10,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,3070,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,760,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,9470,Conveyance,Residential,All
S92000003,Scotland,Country,2016-12,Count,Transactions,720,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-12,Count,Transactions,4770,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,10600,All,All,Not Applicable
S92000003,Scotland,Country,2016-12,Count,Transactions,1120,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2017-01,Count,Transactions,3340,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,470,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,20,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,230,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2017-01,Count,Transactions,490,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,240,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2017-01,Count,Transactions,1500,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-12,Count,Transactions,110,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-11,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,840,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,9480,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-11,Count,Transactions,590,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-11,Count,Transactions,480,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-11,Count,Transactions,710,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,2200,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-12,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-12,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
